respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
2112,2018,36,white,female,12,high school,lt high school,high school,none,detached 1-fam house,own or is buying,protestant,"3 gens, grandchldrn",cancer,someone else,government,married,1,2,25,town lt 50000,w. sou. central,both in u.s,independent,did not vote,NA,1,did not vote,independent
2276,2018,56,black,male,14,junior college,NA,lt high school,none,detached 1-fam house,NA,protestant,1 gen,virgo,someone else,private,married,8,2,24,city gt 250000,e. nor. central,both in u.s,"ind,near dem",did not vote,NA,NA,did not vote,independent
38,2018,34,white,male,20,graduate,bachelor,graduate,none,apartment house,NA,none,1 gen,libra,someone else,government,never married,3,0,NA,town lt 50000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1491,2018,38,white,male,16,bachelor,high school,bachelor,none,detached 1-fam house,own or is buying,jewish,1 gen,taurus,someone else,private,married,1,2,33,big-city suburb,middle atlantic,both in u.s,strong democrat,voted,obama,6,voted,democrat
523,2018,63,white,male,12,high school,high school,high school,none,trailer,own or is buying,protestant,"2 gens, children",aries,self-employed,NA,married,1,3,20,farm,w. sou. central,both in u.s,other party,voted,romney,6,voted,other party
2280,2018,30,white,female,12,high school,NA,high school,none,trailer,own or is buying,protestant,1 gen,aquarius,someone else,government,married,2,1,26,"country,nonfarm",e. sou. central,both in u.s,NA,did not vote,NA,6,did not vote,NA
346,2018,77,white,female,13,high school,NA,high school,none,apartment-4 stories,NA,catholic,1 gen,libra,someone else,private,divorced,0,5,20,town lt 50000,south atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1695,2018,41,white,male,9,lt high school,lt high school,NA,none,detached 1-fam house,NA,protestant,"3 gens, grandchldrn",gemini,someone else,government,separated,3,0,NA,50000 to 250000,e. nor. central,both in u.s,not str democrat,did not vote,NA,NA,did not vote,democrat
2174,2018,29,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",libra,self-employed,private,married,5,2,23,town lt 50000,w. nor. central,both in u.s,independent,did not vote,NA,4,did not vote,independent
1650,2018,82,white,female,14,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,libra,someone else,private,widowed,2,2,23,50000 to 250000,south atlantic,both in u.s,"ind,near rep",voted,romney,7,voted,independent
1602,2018,38,white,male,14,junior college,lt high school,high school,none,detached 1-fam house,NA,protestant,1 gen,libra,someone else,private,married,2,7,21,town lt 50000,south atlantic,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
1826,2018,28,white,female,12,high school,NA,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",aquarius,someone else,private,married,3,3,17,50000 to 250000,w. nor. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
183,2018,36,white,male,20,graduate,high school,high school,none,apartment-4 stories,pays rent,none,1 gen,leo,self-employed,private,never married,3,0,NA,big-city suburb,foreign,both in u.s,strong democrat,voted,obama,8,voted,democrat
297,2018,18,white,female,11,lt high school,NA,graduate,none,row house,own or is buying,catholic,"2 gens, children",pisces,NA,NA,never married,1,0,NA,big-city suburb,south atlantic,both in u.s,not str republican,ineligible,NA,5,did not vote,republican
1264,2018,69,white,male,16,bachelor,high school,graduate,2 to 4  years,detached 1-fam house,NA,none,1 gen,cancer,someone else,private,married,1,0,NA,town lt 50000,new england,both in u.s,strong democrat,voted,obama,NA,voted,democrat
995,2018,34,white,female,12,high school,NA,high school,none,apartment house,pays rent,none,1 gen,pisces,someone else,private,never married,2,0,NA,big-city suburb,pacific,mother only,independent,did not vote,NA,6,did not vote,independent
1809,2018,35,white,female,16,bachelor,high school,high school,none,detached 1-fam house,NA,catholic,"2 gens, children",scorpio,someone else,private,married,4,2,28,town lt 50000,w. nor. central,both in u.s,not str republican,voted,obama,NA,voted,republican
1347,2018,46,white,male,14,junior college,lt high school,junior college,none,detached 1-fam house,pays rent,none,"3 gens, grandchldrn",capricorn,someone else,private,divorced,0,2,25,"country,nonfarm",south atlantic,both in u.s,strong republican,voted,obama,5,voted,republican
815,2018,59,black,female,12,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",sagittarius,self-employed,private,divorced,10,2,20,50000 to 250000,w. nor. central,both in u.s,strong democrat,voted,obama,6,voted,democrat
1888,2018,53,other,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,none,1 gen,pisces,someone else,private,divorced,7,3,19,town lt 50000,foreign,neither in u.s,"ind,near rep",did not vote,NA,7,voted,independent
397,2018,89,white,male,12,high school,high school,high school,2 to 4  years,apartment house,pays rent,protestant,1 gen,sagittarius,someone else,private,never married,1,0,NA,"country,nonfarm",new england,both in u.s,"ind,near rep",voted,romney,9,voted,independent
1433,2018,58,white,male,16,bachelor,lt high school,lt high school,none,apartment house,pays rent,protestant,1 gen,scorpio,someone else,government,never married,1,0,NA,50000 to 250000,south atlantic,both in u.s,strong republican,voted,romney,7,voted,republican
839,2018,41,other,male,14,junior college,NA,NA,none,detached 1-fam house,own or is buying,buddhism,1 gen,scorpio,someone else,private,divorced,2,0,NA,city gt 250000,pacific,neither in u.s,independent,did not vote,NA,7,did not vote,independent
1769,2018,41,white,male,12,high school,high school,high school,none,detached 1-fam house,NA,catholic,1 gen,cancer,someone else,private,married,1,0,NA,50000 to 250000,e. nor. central,both in u.s,independent,voted,romney,NA,voted,independent
696,2018,33,other,male,12,high school,high school,high school,none,apartment-4 stories,pays rent,other,1 gen,capricorn,someone else,private,never married,2,0,NA,"country,nonfarm",foreign,neither in u.s,independent,ineligible,NA,5,did not vote,independent
1547,2018,22,white,female,12,lt high school,lt high school,high school,none,trailer,NA,protestant,"2 gens, children",capricorn,someone else,private,married,5,0,NA,"country,nonfarm",e. sou. central,both in u.s,NA,ineligible,NA,NA,voted,NA
1823,2018,66,white,male,14,junior college,lt high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,private,married,1,0,NA,farm,w. nor. central,both in u.s,strong republican,voted,romney,3,voted,republican
1161,2018,18,white,female,11,lt high school,bachelor,high school,none,detached 1-fam house,own or is buying,catholic,"3 gens, chld, par",aries,NA,NA,never married,1,0,NA,big-city suburb,pacific,both in u.s,"ind,near rep",ineligible,NA,7,did not vote,independent
187,2018,72,white,female,11,lt high school,NA,lt high school,none,detached 1-fam house,pays rent,catholic,1 gen,gemini,someone else,private,divorced,6,3,20,50000 to 250000,pacific,mother only,"ind,near dem",did not vote,NA,4,did not vote,independent
2016,2018,53,white,female,12,high school,high school,lt high school,none,detached 1-fam house,pays rent,catholic,1 gen,NA,someone else,private,married,3,0,NA,farm,middle atlantic,mother only,strong republican,voted,romney,8,voted,republican
323,2018,83,black,male,11,lt high school,NA,NA,none,detached 1-fam house,own or is buying,protestant,1 gen,taurus,someone else,private,married,19,7,21,town lt 50000,foreign,both in u.s,not str democrat,voted,obama,NA,did not vote,democrat
1749,2018,25,white,male,10,high school,high school,lt high school,none,detached 1-fam house,NA,none,"2 gens, children",libra,someone else,private,never married,13,1,24,town lt 50000,e. nor. central,both in u.s,"ind,near rep",did not vote,NA,NA,did not vote,independent
2178,2018,80,white,female,14,junior college,lt high school,high school,none,apartment house,pays rent,protestant,1 gen,scorpio,someone else,private,widowed,5,4,24,farm,w. nor. central,both in u.s,strong democrat,voted,obama,7,voted,democrat
1142,2018,30,black,female,14,junior college,bachelor,junior college,none,apartment house,pays rent,protestant,1 gen,gemini,someone else,private,never married,5,2,21,big-city suburb,pacific,both in u.s,independent,voted,obama,5,did not vote,independent
2043,2018,44,other,male,12,high school,NA,high school,none,apartment house,pays rent,catholic,1 gen,aquarius,someone else,government,divorced,2,2,30,city gt 250000,pacific,both in u.s,"ind,near dem",voted,obama,6,voted,independent
858,2018,62,white,female,16,bachelor,lt high school,lt high school,none,detached 1-fam house,NA,protestant,1 gen,leo,someone else,private,married,3,2,30,town lt 50000,mountain,father only,"ind,near rep",voted,romney,NA,voted,independent
1719,2018,23,white,male,12,high school,high school,NA,none,2 units side by side,pays rent,none,1 gen,libra,someone else,private,never married,3,2,19,town lt 50000,middle atlantic,both in u.s,"ind,near dem",ineligible,NA,3,did not vote,independent
1689,2018,59,white,female,12,high school,high school,high school,none,detached 1-fam house,NA,protestant,1 gen,virgo,someone else,private,never married,3,0,NA,town lt 50000,e. nor. central,both in u.s,NA,voted,obama,NA,voted,NA
472,2018,37,other,female,19,graduate,lt high school,lt high school,none,apartment house,NA,protestant,"2 gens, children",pisces,someone else,private,divorced,7,1,32,town lt 50000,pacific,neither in u.s,not str democrat,did not vote,NA,NA,did not vote,democrat
2092,2018,37,white,male,16,bachelor,graduate,graduate,less than 2 yrs,detached 1-fam house,own or is buying,protestant,1 gen,virgo,someone else,private,married,2,1,21,town lt 50000,w. sou. central,both in u.s,strong democrat,voted,obama,6,voted,democrat
2080,2018,26,black,male,12,high school,NA,high school,none,apartment house,pays rent,protestant,"2 gens, children",virgo,self-employed,private,married,2,2,21,50000 to 250000,middle atlantic,both in u.s,"ind,near dem",voted,obama,5,did not vote,independent
587,2018,53,other,male,17,bachelor,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",cancer,someone else,private,married,6,2,43,farm,foreign,both in u.s,not str democrat,did not vote,NA,0,did not vote,democrat
2273,2018,34,black,female,14,junior college,lt high school,lt high school,none,trailer,NA,none,"2 gens, children",taurus,someone else,private,married,0,3,16,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
462,2018,24,other,female,17,bachelor,bachelor,bachelor,none,apartment house,NA,catholic,1 gen,capricorn,someone else,private,never married,1,0,NA,town lt 50000,pacific,father only,"ind,near rep",did not vote,NA,NA,did not vote,independent
2055,2018,18,white,male,8,lt high school,NA,high school,none,trailer,pays rent,none,1 gen,aries,someone else,private,never married,2,0,NA,town lt 50000,pacific,both in u.s,strong republican,ineligible,NA,7,did not vote,republican
135,2018,60,white,male,13,high school,NA,high school,none,detached 1-fam house,own or is buying,buddhism,1 gen,leo,someone else,private,married,1,0,NA,50000 to 250000,foreign,neither in u.s,strong democrat,ineligible,NA,8,did not vote,democrat
1356,2018,29,other,female,20,graduate,bachelor,graduate,none,apartment house,pays rent,hinduism,1 gen,sagittarius,NA,NA,never married,1,0,NA,town lt 50000,foreign,neither in u.s,"ind,near dem",ineligible,NA,8,did not vote,independent
538,2018,61,white,male,18,bachelor,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,cancer,someone else,private,married,1,2,25,big-city suburb,w. sou. central,both in u.s,not str republican,voted,romney,6,voted,republican
1401,2018,61,black,female,12,lt high school,NA,NA,none,detached 1-fam house,pays rent,protestant,1 gen,libra,someone else,government,widowed,4,2,18,farm,south atlantic,both in u.s,strong democrat,voted,obama,0,voted,democrat
1596,2018,88,white,female,14,junior college,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,government,widowed,3,3,26,farm,e. sou. central,both in u.s,strong republican,NA,NA,8,voted,republican
1470,2018,30,white,female,13,high school,bachelor,bachelor,none,detached 1-fam house,pays rent,protestant,"3 gens, grandchldrn",sagittarius,someone else,private,never married,2,1,18,town lt 50000,new england,both in u.s,"ind,near rep",did not vote,NA,6,did not vote,independent
39,2018,45,white,male,19,graduate,high school,lt high school,none,row house,pays rent,protestant,1 gen,aries,someone else,private,married,5,1,33,town lt 50000,foreign,both in u.s,"ind,near rep",did not vote,NA,9,did not vote,independent
1409,2018,26,white,female,10,lt high school,lt high school,lt high school,none,trailer,own or is buying,none,1 gen,scorpio,someone else,government,never married,1,0,NA,town lt 50000,south atlantic,both in u.s,"ind,near dem",did not vote,NA,2,did not vote,independent
298,2018,39,black,male,20,graduate,graduate,graduate,more than 4 yrs,row house,NA,protestant,1 gen,aquarius,NA,NA,never married,0,0,NA,big-city suburb,south atlantic,both in u.s,strong democrat,voted,obama,9,voted,democrat
1899,2018,55,other,female,8,lt high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,"3 gens, grandchldrn",pisces,someone else,private,married,7,5,22,"country,nonfarm",foreign,neither in u.s,not str democrat,did not vote,NA,6,did not vote,democrat
1212,2018,37,white,male,15,high school,high school,NA,none,apartment house,own or is buying,none,1 gen,cancer,someone else,private,divorced,7,0,NA,50000 to 250000,mountain,both in u.s,strong democrat,voted,other candidate (specify),8,voted,democrat
443,2018,32,other,female,17,bachelor,bachelor,high school,none,apartment house,own or is buying,none,1 gen,scorpio,someone else,private,never married,0,0,NA,50000 to 250000,pacific,father only,other party,voted,obama,9,voted,other party
227,2018,49,other,male,11,lt high school,lt high school,lt high school,none,apartment house,pays rent,catholic,"2 gens, children",cancer,someone else,private,married,6,8,17,city gt 250000,pacific,neither in u.s,"ind,near dem",did not vote,NA,4,did not vote,independent
548,2018,70,black,male,11,lt high school,high school,NA,none,detached 1-fam house,own or is buying,none,1 gen,libra,someone else,private,never married,10,2,19,farm,w. sou. central,both in u.s,not str democrat,did not vote,NA,2,did not vote,democrat
1675,2018,74,white,male,19,graduate,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,scorpio,someone else,private,married,2,6,25,city gt 250000,e. nor. central,both in u.s,strong republican,voted,romney,8,voted,republican
1033,2018,54,white,male,15,high school,NA,graduate,more than 4 yrs,detached 1-fam house,NA,catholic,1 gen,aquarius,someone else,government,divorced,6,1,28,"country,nonfarm",middle atlantic,both in u.s,strong republican,voted,romney,NA,voted,republican
708,2018,33,white,male,12,high school,NA,high school,none,apartment house,pays rent,protestant,1 gen,aries,someone else,private,never married,1,0,NA,city gt 250000,new england,both in u.s,independent,did not vote,NA,6,did not vote,independent
1370,2018,54,white,female,14,high school,high school,high school,none,detached 1-fam house,NA,protestant,1 gen,cancer,self-employed,private,married,3,2,22,town lt 50000,south atlantic,both in u.s,strong republican,voted,NA,NA,voted,republican
663,2018,47,black,female,12,high school,NA,high school,none,2 units side by side,NA,catholic,"2 gens, children",aries,someone else,private,married,2,2,24,50000 to 250000,foreign,neither in u.s,independent,voted,obama,NA,voted,independent
1786,2018,37,white,female,15,junior college,lt high school,lt high school,none,detached 1-fam house,NA,protestant,"2 gens, children",cancer,someone else,private,married,7,2,26,town lt 50000,w. nor. central,both in u.s,not str republican,voted,romney,NA,voted,republican
727,2018,48,black,male,13,high school,junior college,junior college,none,detached 1-fam house,own or is buying,none,"2 gens, children",leo,someone else,private,divorced,1,2,28,city gt 250000,e. nor. central,both in u.s,not str democrat,voted,obama,7,did not vote,democrat
990,2018,57,white,male,13,high school,high school,high school,none,detached 1-fam house,own or is buying,other,"2 gens, children",virgo,someone else,private,married,1,2,40,town lt 50000,pacific,dk for both,not str republican,voted,romney,8,voted,republican
2062,2018,56,white,female,14,junior college,lt high school,lt high school,none,detached 1-fam house,other,NA,"2 gens, children",libra,someone else,private,separated,10,3,17,city gt 250000,pacific,both in u.s,NA,did not vote,NA,5,did not vote,NA
319,2018,34,white,female,20,graduate,graduate,bachelor,none,detached 1-fam house,own or is buying,jewish,1 gen,scorpio,someone else,government,married,6,5,23,city gt 250000,south atlantic,both in u.s,not str republican,voted,romney,6,voted,republican
1402,2018,70,white,male,11,high school,NA,NA,more than 4 yrs,detached 1-fam house,pays rent,protestant,1 gen,gemini,someone else,private,married,1,1,22,city gt 250000,south atlantic,mother; fa. dk,strong republican,voted,didn't vote for president,NA,voted,republican
1919,2018,60,white,male,12,high school,lt high school,high school,2 to 4  years,apartment house,own or is buying,catholic,1 gen,leo,someone else,government,never married,3,0,NA,city gt 250000,middle atlantic,both in u.s,not str democrat,voted,romney,5,voted,democrat
1090,2018,30,white,male,16,graduate,high school,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,gemini,someone else,government,married,0,0,NA,big-city suburb,e. nor. central,both in u.s,not str republican,did not vote,NA,9,did not vote,republican
2259,2018,67,black,male,10,lt high school,lt high school,lt high school,none,row house,NA,none,1 gen,leo,someone else,government,separated,12,2,20,farm,e. sou. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1396,2018,71,white,male,19,junior college,high school,NA,less than 2 yrs,trailer,own or is buying,protestant,1 gen,aries,someone else,private,married,7,2,20,50000 to 250000,e. nor. central,both in u.s,independent,voted,obama,6,voted,independent
1073,2018,52,black,female,16,high school,NA,junior college,none,row house,pays rent,none,1 gen,taurus,someone else,private,divorced,4,7,15,50000 to 250000,middle atlantic,both in u.s,strong democrat,voted,obama,6,voted,democrat
1850,2018,55,white,male,7,lt high school,lt high school,NA,none,trailer,own or is buying,catholic,"2 gens, children",cancer,someone else,private,married,2,3,30,town lt 50000,w. sou. central,both in u.s,strong democrat,voted,obama,3,voted,democrat
1951,2018,66,other,female,15,high school,lt high school,lt high school,none,apartment house,NA,protestant,1 gen,taurus,someone else,private,divorced,6,1,21,city gt 250000,w. sou. central,both in u.s,not str democrat,voted,obama,NA,voted,democrat
384,2018,48,other,male,15,bachelor,NA,NA,none,row house,NA,none,"2 gens, children",pisces,self-employed,private,married,1,1,40,farm,foreign,neither in u.s,not str democrat,ineligible,NA,NA,voted,democrat
2230,2018,40,white,female,12,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,married,2,0,NA,town lt 50000,e. nor. central,both in u.s,"ind,near dem",did not vote,NA,7,did not vote,independent
788,2018,23,other,female,8,lt high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",gemini,someone else,private,never married,1,0,NA,town lt 50000,mountain,neither in u.s,not str republican,ineligible,NA,6,did not vote,republican
1681,2018,34,white,male,16,bachelor,high school,bachelor,none,detached 1-fam house,NA,orthodox-christian,1 gen,aries,someone else,private,married,1,0,NA,town lt 50000,e. nor. central,mother only,strong democrat,voted,obama,NA,voted,democrat
335,2018,70,white,male,18,graduate,high school,high school,more than 4 yrs,detached 1-fam house,own or is buying,protestant,1 gen,scorpio,someone else,government,married,0,2,51,"country,nonfarm",w. sou. central,both in u.s,strong republican,did not vote,NA,6,voted,republican
404,2018,38,white,female,3,lt high school,lt high school,lt high school,none,3-4 fam house,pays rent,protestant,"2 gens, children",aries,someone else,private,married,4,2,20,"country,nonfarm",foreign,neither in u.s,not str republican,ineligible,NA,3,did not vote,republican
1670,2018,43,black,female,16,junior college,lt high school,lt high school,none,detached 1-fam house,NA,protestant,"2 gens, children",pisces,someone else,private,married,3,2,29,farm,foreign,neither in u.s,not str republican,did not vote,NA,NA,did not vote,republican
869,2018,41,white,female,20,high school,high school,high school,none,detached 1-fam house,own or is buying,other,"2 gens, children",gemini,self-employed,NA,divorced,1,2,19,"country,nonfarm",mountain,both in u.s,other party,voted,obama,4,voted,other party
879,2018,83,white,female,12,high school,lt high school,NA,none,detached 1-fam house,pays rent,none,1 gen,leo,self-employed,NA,divorced,2,1,41,city gt 250000,e. nor. central,mother only,other party,voted,obama,8,voted,other party
686,2018,52,white,female,12,high school,high school,bachelor,none,trailer,NA,none,1 gen,cancer,someone else,private,never married,1,4,32,50000 to 250000,south atlantic,both in u.s,independent,voted,obama,NA,voted,independent
2121,2018,48,black,female,14,high school,lt high school,high school,none,trailer,own or is buying,protestant,"2 gens, children",scorpio,someone else,private,separated,7,4,21,city gt 250000,w. sou. central,both in u.s,not str democrat,voted,obama,4,voted,democrat
420,2018,49,white,female,16,bachelor,high school,high school,none,2 units side by side,pays rent,catholic,1 gen,scorpio,someone else,government,divorced,1,2,25,city gt 250000,mountain,both in u.s,"ind,near dem",voted,romney,7,did not vote,independent
1035,2018,51,white,male,15,junior college,high school,high school,none,2 units side by side,pays rent,catholic,1 gen,taurus,someone else,private,never married,1,0,NA,town lt 50000,middle atlantic,both in u.s,"ind,near rep",did not vote,NA,7,did not vote,independent
97,2018,69,black,female,13,high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,1 gen,libra,someone else,government,married,4,1,17,big-city suburb,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
263,2018,45,white,male,16,bachelor,high school,graduate,none,detached 1-fam house,own or is buying,christian,1 gen,sagittarius,someone else,private,married,3,0,NA,town lt 50000,e. nor. central,both in u.s,other party,voted,romney,8,did not vote,other party
432,2018,36,white,male,16,bachelor,bachelor,bachelor,none,detached 1-fam house,NA,protestant,1 gen,gemini,someone else,private,married,1,2,31,50000 to 250000,pacific,both in u.s,not str republican,voted,other candidate (specify),NA,voted,republican
726,2018,50,black,male,15,junior college,junior college,NA,2 to 4  years,detached 1-fam house,own or is buying,moslem/islam,1 gen,sagittarius,self-employed,private,widowed,4,3,21,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,7,voted,democrat
1173,2018,47,white,male,12,high school,lt high school,NA,none,row house,pays rent,protestant,1 gen,aries,someone else,private,divorced,4,1,30,"country,nonfarm",mountain,both in u.s,independent,did not vote,NA,4,did not vote,independent
1794,2018,29,white,male,13,high school,high school,NA,none,trailer,own or is buying,jewish,"2 gens, children",taurus,someone else,private,never married,2,2,22,50000 to 250000,w. nor. central,both in u.s,independent,did not vote,NA,7,voted,independent
527,2018,36,white,female,12,high school,NA,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",capricorn,someone else,private,married,2,3,20,50000 to 250000,w. sou. central,both in u.s,independent,did not vote,NA,8,did not vote,independent
1519,2018,25,white,female,14,junior college,high school,high school,none,detached 1-fam house,pays rent,inter-nondenominational,"2 gens, children",gemini,someone else,private,married,6,1,24,50000 to 250000,south atlantic,both in u.s,independent,voted,obama,3,did not vote,independent
1555,2018,32,white,female,16,bachelor,high school,bachelor,none,detached 1-fam house,NA,protestant,1 gen,taurus,someone else,government,married,1,0,NA,town lt 50000,e. sou. central,both in u.s,strong republican,voted,romney,NA,voted,republican
606,2018,40,other,male,12,high school,high school,graduate,2 to 4  years,2 units side by side,pays rent,catholic,1 gen,cancer,someone else,private,never married,3,2,22,city gt 250000,w. sou. central,not mother;fa.dk,independent,did not vote,NA,6,did not vote,independent
1011,2018,39,white,female,14,high school,high school,high school,none,row house,pays rent,buddhism,"2 gens, children",gemini,someone else,private,widowed,3,2,18,town lt 50000,middle atlantic,both in u.s,strong democrat,voted,obama,6,did not vote,democrat
751,2018,68,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,1 gen,scorpio,someone else,private,married,3,2,23,town lt 50000,e. nor. central,both in u.s,"ind,near dem",voted,romney,NA,voted,independent
1008,2018,37,white,female,16,bachelor,high school,high school,none,detached 1-fam house,NA,none,"2 gens, children",gemini,someone else,government,married,2,2,29,city gt 250000,mountain,both in u.s,not str democrat,voted,obama,NA,voted,democrat
2097,2018,39,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",sagittarius,someone else,private,married,5,2,27,50000 to 250000,foreign,neither in u.s,strong republican,voted,romney,0,voted,republican
814,2018,44,other,female,15,high school,NA,junior college,none,detached 1-fam house,other,protestant,"2 gens, children",sagittarius,someone else,private,married,3,2,30,"country,nonfarm",pacific,both in u.s,"ind,near dem",did not vote,NA,5,voted,independent
2104,2018,59,white,female,12,high school,high school,high school,none,detached 1-fam house,NA,none,1 gen,libra,someone else,government,widowed,4,6,25,big-city suburb,w. sou. central,both in u.s,not str democrat,voted,obama,NA,voted,democrat
418,2018,41,white,male,12,high school,NA,lt high school,none,trailer,NA,catholic,1 gen,gemini,someone else,private,divorced,1,3,23,town lt 50000,new england,both in u.s,independent,did not vote,NA,NA,did not vote,independent
2277,2018,26,black,female,14,high school,NA,high school,none,trailer,NA,protestant,1 gen,aries,NA,private,never married,4,3,15,town lt 50000,e. sou. central,both in u.s,not str republican,did not vote,NA,NA,did not vote,republican
905,2018,42,black,female,13,high school,high school,NA,none,detached 1-fam house,own or is buying,none,1 gen,scorpio,someone else,government,never married,5,3,21,town lt 50000,w. nor. central,both in u.s,independent,voted,obama,6,voted,independent
914,2018,53,white,male,14,high school,NA,bachelor,none,detached 1-fam house,own or is buying,none,1 gen,virgo,someone else,private,never married,4,0,NA,big-city suburb,w. nor. central,both in u.s,independent,did not vote,NA,7,did not vote,independent
1777,2018,89,white,male,14,high school,lt high school,lt high school,2 to 4  years,2 units side by side,own or is buying,protestant,1 gen,libra,self-employed,private,widowed,2,4,28,farm,e. nor. central,both in u.s,not str republican,voted,romney,8,voted,republican
1926,2018,60,white,female,17,bachelor,lt high school,high school,more than 4 yrs,detached 1-fam house,NA,protestant,1 gen,gemini,someone else,private,divorced,6,0,NA,town lt 50000,e. nor. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
1132,2018,21,white,male,14,high school,graduate,graduate,none,apartment house,own or is buying,protestant,1 gen,aquarius,NA,NA,never married,1,0,NA,big-city suburb,e. nor. central,both in u.s,strong democrat,ineligible,NA,7,voted,democrat
127,2018,68,white,female,20,graduate,NA,bachelor,none,apartment house,own or is buying,jewish,"2 gens, children",sagittarius,self-employed,private,married,2,2,39,city gt 250000,pacific,neither in u.s,strong republican,NA,NA,8,voted,republican
1767,2018,27,black,male,12,high school,NA,high school,none,apartment house,pays rent,none,1 gen,cancer,someone else,government,married,2,0,NA,50000 to 250000,e. nor. central,both in u.s,"ind,near rep",did not vote,NA,4,did not vote,independent
2159,2018,20,black,female,13,high school,high school,lt high school,none,row house,pays rent,none,1 gen,capricorn,someone else,government,never married,5,0,NA,town lt 50000,w. nor. central,both in u.s,independent,ineligible,NA,7,did not vote,independent
1682,2018,39,white,male,17,bachelor,high school,high school,none,detached 1-fam house,pays rent,protestant,"2 gens, children",scorpio,someone else,private,married,3,1,34,town lt 50000,e. nor. central,both in u.s,NA,did not vote,NA,7,did not vote,NA
1294,2018,61,white,male,12,high school,lt high school,high school,none,detached 1-fam house,NA,none,1 gen,libra,someone else,government,divorced,9,3,20,"country,nonfarm",middle atlantic,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
1869,2018,39,white,female,19,junior college,high school,graduate,none,detached 1-fam house,own or is buying,protestant,"3 gens, grandchldrn",scorpio,someone else,government,never married,1,2,23,town lt 50000,w. sou. central,both in u.s,not str democrat,voted,obama,5,voted,democrat
1906,2018,33,black,male,15,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",cancer,someone else,private,married,3,4,23,town lt 50000,w. sou. central,both in u.s,not str democrat,did not vote,NA,8,did not vote,democrat
565,2018,28,white,male,16,high school,high school,high school,none,row house,NA,catholic,1 gen,pisces,someone else,private,never married,1,0,NA,"country,nonfarm",middle atlantic,both in u.s,not str democrat,voted,obama,NA,voted,democrat
369,2018,30,white,female,18,graduate,bachelor,bachelor,none,apartment-4 stories,own or is buying,none,1 gen,scorpio,someone else,private,married,2,0,NA,big-city suburb,new england,both in u.s,"ind,near dem",voted,romney,7,did not vote,independent
1100,2018,27,black,female,13,high school,high school,high school,none,apartment-4 stories,NA,none,1 gen,taurus,someone else,private,never married,2,4,15,town lt 50000,e. nor. central,both in u.s,independent,did not vote,NA,NA,did not vote,independent
1411,2018,84,black,female,12,high school,lt high school,lt high school,none,detached 1-fam house,NA,protestant,"2 gens, parents",aquarius,someone else,private,widowed,6,3,21,farm,south atlantic,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
531,2018,26,black,female,12,high school,NA,high school,none,apartment house,pays rent,protestant,1 gen,pisces,someone else,government,never married,4,0,NA,city gt 250000,w. sou. central,both in u.s,strong democrat,did not vote,NA,7,voted,democrat
1734,2018,51,white,female,12,high school,high school,lt high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",aquarius,self-employed,private,married,2,2,25,50000 to 250000,e. nor. central,both in u.s,not str republican,voted,obama,7,voted,republican
