respondent_ID,year,age,race,sex,educ,degree,padeg,madeg,vetyears,dwelling,dwelown,relig,famgen,zodiac,wrkslf,wrkgovt,marital,sibs,childs,agekdbrn,res16,reg16,parborn,partyid,vote12,pres12,wordsum,voted_16,party_id3
842,2018,50,white,female,14,high school,high school,NA,none,detached 1-fam house,NA,none,"3 gens, grandchldrn",scorpio,someone else,private,never married,4,3,19,town lt 50000,pacific,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1244,2018,24,white,female,18,bachelor,NA,bachelor,none,apartment-4 stories,pays rent,none,1 gen,gemini,someone else,private,never married,4,0,NA,town lt 50000,e. sou. central,both in u.s,not str republican,voted,romney,5,voted,republican
1588,2018,36,black,female,13,high school,NA,graduate,none,detached 1-fam house,own or is buying,protestant,1 gen,leo,someone else,private,never married,11,0,NA,town lt 50000,e. sou. central,both in u.s,strong democrat,voted,obama,2,voted,democrat
312,2018,29,other,male,16,bachelor,bachelor,bachelor,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,never married,0,3,NA,50000 to 250000,south atlantic,neither in u.s,"ind,near dem",voted,obama,10,voted,independent
401,2018,34,white,male,16,bachelor,graduate,bachelor,none,detached 1-fam house,other,protestant,1 gen,cancer,self-employed,private,never married,5,0,NA,town lt 50000,new england,both in u.s,independent,voted,obama,7,voted,independent
512,2018,70,white,female,16,bachelor,graduate,graduate,none,detached 1-fam house,own or is buying,protestant,1 gen,virgo,self-employed,NA,married,2,2,35,big-city suburb,south atlantic,both in u.s,independent,voted,obama,7,voted,independent
25,2018,56,white,female,16,bachelor,bachelor,bachelor,none,detached 1-fam house,own or is buying,protestant,1 gen,taurus,someone else,private,married,11,3,27,town lt 50000,middle atlantic,both in u.s,not str republican,voted,romney,8,voted,republican
2193,2018,30,white,female,19,bachelor,high school,high school,2 to 4  years,apartment house,own or is buying,protestant,1 gen,leo,someone else,NA,never married,4,0,NA,"country,nonfarm",e. nor. central,both in u.s,independent,did not vote,NA,7,did not vote,independent
95,2018,30,black,female,16,bachelor,NA,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,aquarius,someone else,private,never married,2,2,25,city gt 250000,middle atlantic,neither in u.s,"ind,near dem",voted,obama,7,voted,independent
2344,2018,37,white,female,12,high school,high school,high school,none,detached 1-fam house,pays rent,protestant,"2 gens, children",leo,someone else,government,divorced,9,2,29,town lt 50000,e. nor. central,both in u.s,independent,voted,obama,5,did not vote,independent
2143,2018,85,white,male,12,high school,lt high school,lt high school,2 to 4  years,detached 1-fam house,NA,protestant,1 gen,scorpio,someone else,private,married,0,0,NA,town lt 50000,w. nor. central,both in u.s,not str republican,voted,romney,NA,voted,republican
1301,2018,56,white,male,16,bachelor,high school,lt high school,none,detached 1-fam house,NA,catholic,1 gen,cancer,self-employed,private,never married,2,0,NA,town lt 50000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
2118,2018,66,white,female,14,high school,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,capricorn,someone else,private,divorced,4,2,19,"country,nonfarm",w. sou. central,both in u.s,not str republican,voted,romney,5,voted,republican
2034,2018,25,white,female,14,high school,high school,bachelor,none,apartment house,pays rent,none,1 gen,taurus,someone else,private,married,1,0,NA,town lt 50000,e. sou. central,both in u.s,strong democrat,ineligible,NA,7,did not vote,democrat
697,2018,79,other,female,4,lt high school,lt high school,lt high school,none,apartment-4 stories,own or is buying,catholic,1 gen,scorpio,someone else,private,divorced,8,4,18,big-city suburb,foreign,neither in u.s,"ind,near rep",voted,romney,3,voted,independent
1476,2018,29,black,female,14,junior college,NA,high school,none,detached 1-fam house,pays rent,protestant,"2 gens, children",leo,someone else,government,married,7,3,16,50000 to 250000,w. nor. central,both in u.s,not str democrat,voted,obama,6,voted,democrat
1886,2018,60,white,female,12,high school,high school,high school,none,detached 1-fam house,own or is buying,none,1 gen,leo,someone else,government,divorced,2,2,21,town lt 50000,w. sou. central,both in u.s,not str democrat,did not vote,NA,6,did not vote,democrat
1645,2018,23,white,female,14,high school,high school,NA,none,apartment house,pays rent,protestant,"2 gens, children",cancer,someone else,private,divorced,1,1,22,town lt 50000,south atlantic,not mother;fa.dk,strong democrat,ineligible,NA,6,did not vote,democrat
1138,2018,42,other,male,12,high school,NA,lt high school,none,detached 1-fam house,own or is buying,none,"2 gens, children",sagittarius,someone else,private,married,6,3,30,farm,foreign,neither in u.s,independent,ineligible,NA,4,did not vote,independent
2271,2018,74,white,female,8,lt high school,lt high school,lt high school,none,trailer,own or is buying,protestant,"3 gens, chld, par",virgo,someone else,private,widowed,3,5,17,farm,e. sou. central,both in u.s,"ind,near dem",did not vote,NA,5,did not vote,independent
1774,2018,54,white,female,8,lt high school,graduate,high school,none,detached 1-fam house,own or is buying,none,1 gen,sagittarius,someone else,private,divorced,4,2,32,"country,nonfarm",e. nor. central,both in u.s,not str republican,voted,romney,6,voted,republican
269,2018,36,black,male,16,bachelor,high school,junior college,none,detached 1-fam house,NA,catholic,1 gen,capricorn,someone else,private,never married,4,0,NA,city gt 250000,e. nor. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1941,2018,56,white,male,20,graduate,graduate,graduate,none,detached 1-fam house,own or is buying,protestant,1 gen,taurus,self-employed,private,married,4,2,29,50000 to 250000,w. nor. central,both in u.s,not str republican,voted,romney,6,voted,republican
1450,2018,67,black,male,12,high school,NA,lt high school,none,row house,pays rent,protestant,1 gen,leo,someone else,private,divorced,1,7,13,town lt 50000,south atlantic,both in u.s,strong democrat,voted,obama,4,voted,democrat
938,2018,48,white,female,18,graduate,high school,high school,none,detached 1-fam house,NA,protestant,"2 gens, children",capricorn,self-employed,private,married,3,2,30,big-city suburb,south atlantic,both in u.s,"ind,near rep",voted,romney,NA,voted,independent
479,2018,70,white,female,12,high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,protestant,"2 gens, children",scorpio,someone else,private,married,3,3,21,town lt 50000,south atlantic,both in u.s,strong republican,voted,romney,4,voted,republican
68,2018,59,black,female,14,high school,NA,high school,none,row house,NA,protestant,"2 gens, children",pisces,someone else,government,separated,3,3,25,city gt 250000,middle atlantic,both in u.s,strong democrat,voted,obama,NA,voted,democrat
201,2018,30,other,male,16,bachelor,graduate,bachelor,none,detached 1-fam house,pays rent,protestant,"2 gens, parents",scorpio,someone else,private,never married,1,0,NA,50000 to 250000,pacific,neither in u.s,"ind,near rep",did not vote,NA,6,did not vote,independent
2015,2018,74,white,male,13,high school,high school,high school,less than 2 yrs,trailer,own or is buying,catholic,1 gen,cancer,someone else,government,married,8,3,24,town lt 50000,pacific,both in u.s,independent,voted,romney,9,voted,independent
275,2018,67,white,female,16,bachelor,bachelor,bachelor,none,apartment house,NA,protestant,1 gen,taurus,someone else,government,never married,2,0,NA,big-city suburb,e. nor. central,both in u.s,strong democrat,voted,obama,NA,voted,democrat
1613,2018,40,other,female,12,high school,bachelor,bachelor,none,detached 1-fam house,own or is buying,buddhism,"2 gens, children",libra,someone else,private,married,4,1,24,town lt 50000,foreign,neither in u.s,strong republican,did not vote,NA,NA,did not vote,republican
2021,2018,68,white,male,14,junior college,high school,high school,none,detached 1-fam house,own or is buying,protestant,1 gen,libra,someone else,private,never married,1,0,NA,big-city suburb,pacific,both in u.s,not str democrat,voted,obama,4,voted,democrat
1715,2018,24,white,male,17,high school,high school,bachelor,none,apartment house,pays rent,none,1 gen,taurus,someone else,government,never married,2,0,NA,50000 to 250000,e. nor. central,both in u.s,"ind,near dem",voted,obama,7,voted,independent
1151,2018,58,other,male,9,lt high school,high school,lt high school,none,detached 1-fam house,own or is buying,protestant,1 gen,leo,someone else,private,married,7,0,NA,50000 to 250000,w. sou. central,neither in u.s,independent,voted,didn't vote for president,7,voted,independent
482,2018,32,black,female,15,high school,high school,high school,more than 4 yrs,detached 1-fam house,pays rent,none,1 gen,leo,self-employed,government,married,3,0,NA,big-city suburb,south atlantic,both in u.s,"ind,near dem",voted,obama,7,voted,independent
1762,2018,65,white,female,14,high school,NA,high school,none,detached 1-fam house,NA,none,1 gen,scorpio,someone else,private,married,6,4,21,city gt 250000,e. nor. central,both in u.s,"ind,near dem",voted,obama,NA,voted,independent
1538,2018,32,black,female,9,lt high school,bachelor,high school,none,detached 1-fam house,own or is buying,none,"3 gens, grandchldrn",aquarius,someone else,government,never married,4,1,18,50000 to 250000,e. sou. central,both in u.s,strong republican,voted,obama,2,voted,republican
1155,2018,55,black,male,13,high school,high school,bachelor,2 to 4  years,detached 1-fam house,own or is buying,none,1 gen,taurus,someone else,private,never married,3,1,30,city gt 250000,pacific,both in u.s,independent,voted,obama,6,voted,independent
1759,2018,86,white,female,20,graduate,lt high school,high school,none,detached 1-fam house,pays rent,catholic,1 gen,libra,self-employed,private,never married,1,0,NA,"country,nonfarm",e. nor. central,both in u.s,"ind,near dem",voted,NA,8,voted,independent
1810,2018,59,white,male,19,graduate,high school,high school,none,detached 1-fam house,own or is buying,none,"2 gens, parents",capricorn,self-employed,private,married,1,1,34,town lt 50000,w. nor. central,both in u.s,not str republican,voted,obama,7,voted,republican
602,2018,53,white,male,14,junior college,junior college,junior college,none,detached 1-fam house,own or is buying,protestant,1 gen,aries,someone else,government,married,1,1,28,city gt 250000,w. sou. central,both in u.s,strong republican,voted,romney,7,voted,republican
699,2018,40,white,female,16,bachelor,lt high school,lt high school,none,apartment-4 stories,NA,protestant,"2 gens, children",taurus,self-employed,private,divorced,4,4,19,city gt 250000,south atlantic,neither in u.s,independent,did not vote,NA,NA,did not vote,independent
1027,2018,55,white,male,12,high school,lt high school,high school,none,detached 1-fam house,own or is buying,catholic,"2 gens, children",pisces,someone else,private,widowed,4,2,21,"country,nonfarm",middle atlantic,both in u.s,strong republican,voted,romney,6,voted,republican
1391,2018,38,white,male,15,junior college,high school,high school,more than 4 yrs,detached 1-fam house,NA,protestant,1 gen,libra,someone else,government,married,3,2,18,50000 to 250000,pacific,both in u.s,independent,did not vote,NA,NA,did not vote,independent
821,2018,40,white,female,18,graduate,lt high school,bachelor,none,detached 1-fam house,own or is buying,catholic,1 gen,pisces,someone else,government,never married,3,0,NA,city gt 250000,pacific,neither in u.s,independent,voted,obama,9,voted,independent
2056,2018,36,white,male,12,high school,bachelor,high school,none,detached 1-fam house,NA,none,1 gen,gemini,someone else,private,never married,1,0,NA,big-city suburb,e. nor. central,both in u.s,"ind,near dem",did not vote,NA,NA,did not vote,independent
155,2018,57,other,male,8,lt high school,lt high school,lt high school,none,detached 1-fam house,own or is buying,catholic,1 gen,sagittarius,someone else,private,never married,8,0,NA,big-city suburb,foreign,neither in u.s,not str republican,ineligible,NA,1,did not vote,republican
2011,2018,19,white,male,12,high school,bachelor,bachelor,none,apartment house,pays rent,none,1 gen,pisces,NA,NA,never married,2,0,NA,50000 to 250000,pacific,both in u.s,strong democrat,ineligible,NA,8,did not vote,democrat
143,2018,49,other,male,11,lt high school,NA,high school,none,detached 1-fam house,NA,catholic,1 gen,virgo,someone else,private,divorced,7,0,NA,50000 to 250000,pacific,both in u.s,independent,did not vote,NA,5,did not vote,independent
468,2018,76,white,male,15,high school,high school,high school,less than 2 yrs,detached 1-fam house,own or is buying,protestant,1 gen,sagittarius,someone else,private,married,2,2,25,town lt 50000,pacific,both in u.s,not str republican,voted,obama,7,voted,republican
11,2018,59,white,male,19,graduate,high school,high school,none,detached 1-fam house,own or is buying,catholic,1 gen,gemini,someone else,private,divorced,3,2,30,50000 to 250000,new england,both in u.s,strong republican,voted,romney,7,voted,republican
1963,2018,NA,other,male,20,graduate,lt high school,lt high school,none,detached 1-fam house,own or is buying,NA,1 gen,NA,someone else,government,married,7,NA,NA,town lt 50000,pacific,NA,independent,did not vote,NA,5,voted,independent
837,2018,40,white,female,12,high school,high school,high school,none,detached 1-fam house,pays rent,protestant,"2 gens, children",capricorn,self-employed,private,married,1,4,22,town lt 50000,w. nor. central,both in u.s,other party,did not vote,NA,6,did not vote,other party
